ID,SMILES,IC50,pIC50,Assay Type,Document ChEMBL ID,Category,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
CHEMBL331325,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1.66,8.78,F,CHEMBL4396910,agonist,Agonist activity at human recombinant MOR expressed in CHO cells co-expressing C-terminally modified Galphaqi5 assessed as induction of calcium mobilization by Fluo-4AM dye-based fluorescence assay,1,Scientific Literature,Eur J Med Chem,2019,599.73,1.81,highly_active,3
CHEMBL3325696,Cc1nn(-c2ccccc2Cl)c2c1C(=O)CC(C)(C)C2,2280,5.64,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,288.78,3.99,inactive,0
CHEMBL3325699,Cc1nn(-c2ccc(Cl)cc2)c2c1C(=O)CC(C)(C)C2,13600,4.87,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,288.78,3.99,inactive,0
CHEMBL3325700,Cc1nn(-c2ccccc2Br)c2c1C(=O)CC(C)(C)C2,1120,5.95,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,333.23,4.1,inactive,0
CHEMBL3325701,Cc1nn(-c2ccc(Br)cc2)c2c1C(=O)CC(C)(C)C2,9910,5,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,333.23,4.1,inactive,0
CHEMBL3325702,Cc1ccccc1-n1nc(C)c2c1CC(C)(C)CC2=O,4720,5.33,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,268.36,3.64,inactive,0
CHEMBL3325703,CCc1ccccc1-n1nc(C)c2c1CC(C)(C)CC2=O,19000,4.72,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,282.39,3.9,inactive,0
CHEMBL3325704,COc1ccc(-n2nc(C)c3c2CC(C)(C)CC3=O)cc1,18400,4.74,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,284.36,3.34,inactive,0
CHEMBL3325705,CCOC(=O)c1ccccc1-n1nc(C)c2c1CC(C)(C)CC2=O,30200,4.52,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,326.4,3.51,inactive,0
CHEMBL3325706,COC(=O)c1ccc(-n2nc(C)c3c2CC(C)(C)CC3=O)cc1,10000,5,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,312.37,3.12,inactive,0
CHEMBL3325707,Cc1ccc(-n2nc(C)c3c2CC(C)(C)CC3=O)c(C)c1,370,6.43,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,282.39,3.95,intermediate,1
CHEMBL3325708,Cc1cccc(-n2nc(C)c3c2CC(C)(C)CC3=O)c1C,8900,5.05,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,282.39,3.95,inactive,0
CHEMBL3325709,Cc1ccc(C)c(-n2nc(C)c3c2CC(C)(C)CC3=O)c1,10000,5,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,282.39,3.95,inactive,0
CHEMBL3325710,Cc1cc(Cl)ccc1-n1nc(C)c2c1CC(C)(C)CC2=O,370,6.43,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,302.8,4.3,intermediate,1
CHEMBL3325711,Cc1nn(-c2ccc(F)cc2F)c2c1C(=O)CC(C)(C)C2,10300,4.99,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,290.31,3.61,inactive,0
CHEMBL3325712,Cc1nn(-c2cc(Cl)ccc2Cl)c2c1C(=O)CC(C)(C)C2,2890,5.54,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,323.22,4.64,inactive,0
CHEMBL3325713,Cc1nn(-c2ccc(Cl)cc2Cl)c2c1C(=O)CC(C)(C)C2,150,6.82,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,323.22,4.64,intermediate,1
CHEMBL3325715,Cc1nn(-c2ccc(Cl)cc2Br)c2c1C(=O)CC(C)(C)C2,41,7.39,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,367.67,4.75,active,2
CHEMBL3325717,Cc1nn(-c2ccc(Cl)cc2Cl)c2c1C(=O)CCC2,13600,4.87,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,295.17,4.01,inactive,0
CHEMBL3325718,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(Cl)cc3Cl)c2C1,1540,5.81,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,377.19,5.35,inactive,0
CHEMBL3325719,CC1(C)CC(=O)c2c(C3CC3)nn(-c3ccc(Cl)cc3Cl)c2C1,370,6.43,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,349.26,5.21,intermediate,1
CHEMBL3325841,Cc1nn(-c2ccc(Br)cc2Br)c2c1C(O)CC(C)(C)C2,100,7,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed CHO-K1 cells coexpressing Galpha15 assessed as induction of intracellular calcium release by FLIPR calcium assay,1,Scientific Literature,Bioorg Med Chem,2014,414.14,4.71,active,2
CHEMBL3325881,CN(C)[C@]1(c2ccccc2)CC[C@@H](NC(=O)NCCCc2ccccc2)CC1.Cl,12000,4.92,F,CHEMBL3351750,agonist,Agonist activity at human mu opioid receptor expressed in CHO-K1 cells assessed as stimulation of [35S]-GTPgammaS binding by scintillation proximity assay,1,Scientific Literature,ACS Med Chem Lett,2014,416.01,4.32,inactive,0
CHEMBL3325957,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12.O=C(O)CC(O)(CC(=O)O)C(=O)O,1.2,8.92,F,CHEMBL3352090,agonist,Agonist activity at human recombinant MOP receptor expressed in CHO-K1 cells assessed as stimulation of [35S]GTPgammaS binding by scintillation proximity assay,1,Scientific Literature,ACS Med Chem Lett,2014,570.61,5.11,highly_active,3
CHEMBL3325959,CN[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12.O=C(O)CC(O)(CC(=O)O)C(=O)O,2.6,8.59,F,CHEMBL3352090,agonist,Agonist activity at human recombinant MOP receptor expressed in CHO-K1 cells assessed as stimulation of [35S]GTPgammaS binding by scintillation proximity assay,1,Scientific Literature,ACS Med Chem Lett,2014,556.59,4.76,highly_active,3
CHEMBL3325961,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(O)ccc3[nH]c12.O=C(O)CC(O)(CC(=O)O)C(=O)O,1.2,8.92,F,CHEMBL3352090,agonist,Agonist activity at human recombinant MOP receptor expressed in CHO-K1 cells assessed as stimulation of [35S]GTPgammaS binding by scintillation proximity assay,1,Scientific Literature,ACS Med Chem Lett,2014,568.62,4.67,highly_active,3
CHEMBL3326222,CN(C)[C@]1(c2ccccc2)CC[C@@H](NCCc2c[nH]c3ccccc23)CC1.Cl.Cl,51000,4.29,F,CHEMBL3351750,agonist,Agonist activity at human mu opioid receptor expressed in CHO-K1 cells assessed as stimulation of [35S]-GTPgammaS binding by scintillation proximity assay,1,Scientific Literature,ACS Med Chem Lett,2014,434.46,4.7,inactive,0
CHEMBL3326226,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3ccccc3[nH]c12.O=C(O)CC(O)(CC(=O)O)C(=O)O,1000,6,F,CHEMBL3351750,agonist,Agonist activity at human mu opioid receptor expressed in CHO-K1 cells assessed as stimulation of [35S]-GTPgammaS binding by scintillation proximity assay,1,Scientific Literature,ACS Med Chem Lett,2014,552.62,4.97,intermediate,1
CHEMBL3326228,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)NCCc1c3ccccc3[nH]c12.Cl,0.2,9.7,F,CHEMBL3352090,agonist,Agonist activity at human recombinant MOP receptor expressed in CHO-K1 cells assessed as stimulation of [35S]GTPgammaS binding by scintillation proximity assay,1,Scientific Literature,ACS Med Chem Lett,2014,395.98,4.54,highly_active,3
CHEMBL332947,CN1CCC23c4c5ccc(O)c4OC2c2nc(N)ncc2CC3(O)C1C5,75.2,7.12,F,CHEMBL1131901,agonist,Agonistic activity against human opioid Mu receptor transfected into Chinese hamster ovary (CHO) cells using [3H]-DAMGO as radioligand,1,Scientific Literature,Bioorg Med Chem Lett,1999,352.39,0.68,active,2
CHEMBL333357,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,5.754,8.24,F,CHEMBL4396910,agonist,Agonist activity at human recombinant MOR expressed in CHO cells co-expressing C-terminally modified Galphaqi5 assessed as induction of calcium mobilization by Fluo-4AM dye-based fluorescence assay,1,Scientific Literature,Eur J Med Chem,2019,571.68,1.19,highly_active,3
CHEMBL3338874,C[C@@]1(c2ccccc2O)O[C@@H]2N3[C@H](CO[C@H]31)O[C@]2(C)c1ccccc1O,57.6,7.24,F,CHEMBL3352005,agonist,Agonist activity at human MOR expressed in CHO cells by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2014,355.39,2.6,active,2
CHEMBL3339378,O=C(NCc1ccccc1)C1=N[C@@]23CC[C@]1(O)C1Oc4c(O)ccc5c4C12CCN(CC1CC1)C3C5,0.4,9.4,F,CHEMBL3351376,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2014,485.58,2.47,highly_active,3
CHEMBL3339379,O=C(NCCc1ccccc1)C1=N[C@@]23CC[C@]1(O)C1Oc4c(O)ccc5c4C12CCN(CC1CC1)C3C5,1.09,8.96,F,CHEMBL3351376,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2014,499.61,2.51,highly_active,3
CHEMBL3357966,CCOC(=O)Cc1c2c(n(Cc3ccccc3)c1O)[C@@H]1Oc3c(O)ccc4c3[C@@]13CCN(C)[C@H](C4)[C@]3(O)C2,70.5,7.15,F,CHEMBL3352469,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cell membranes after 60 mins by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem,2014,516.59,2.97,active,2
CHEMBL3393881,O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1ccc(F)cc1,2400,5.62,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,352.41,3.52,inactive,0
CHEMBL3393885,N#Cc1cccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)c1,7800,5.11,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,359.43,3.26,inactive,0
CHEMBL3393991,O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1ccc(Cl)c(Cl)c1,1800,5.75,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,403.31,4.69,inactive,0
CHEMBL3393993,Cc1ccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)nc1,100000,4,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,349.44,3.09,inactive,0
CHEMBL3393998,O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1cc2ccccc2s1,3300,5.48,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,390.51,4.6,inactive,0
CHEMBL3393999,O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1nc2ccccc2s1,100000,4,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,391.5,3.99,inactive,0
CHEMBL3394000,O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1ccc[nH]1,6800,5.17,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,323.4,2.71,inactive,0
CHEMBL3394003,CSc1c[nH]c(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)c1,255,6.59,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,369.49,3.43,intermediate,1
CHEMBL3394004,CS(=O)(=O)c1c[nH]c(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)c1,3800,5.42,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,401.49,2.12,inactive,0
CHEMBL3394005,O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1cc2ccccc2[nH]1,150,6.82,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,373.46,3.87,intermediate,1
CHEMBL3394006,O=C(Nc1nc2ccccc2n1CCN1CC[C@H](O)C1)c1ccc(Cl)cc1,1750,5.76,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,384.87,3.01,inactive,0
CHEMBL3394007,O=C(Nc1nc2cccnc2n1CCN1CCCC1)c1ccc(Cl)cc1,52500,4.28,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,369.86,3.43,inactive,0
CHEMBL3394008,CS(=O)(=O)c1c[nH]c(C(=O)Nc2nc3cccnc3n2CCN2CCCC2)c1,34500,4.46,F,CHEMBL3393059,agonist,Agonist activity at human mu opioid receptor expressed in COS7 cells after 60 mins IP1 assay,1,Scientific Literature,Bioorg Med Chem Lett,2015,402.48,1.51,inactive,0
CHEMBL3408737,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(N)=O)C1=O,0.1,10,F,CHEMBL4699489,agonist,Agonist activity at human MOR stably expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding incubated for 1 hr by liquid scintillation counting assay,1,Scientific Literature,J Med Chem,2020,594.72,-0.43,highly_active,3
CHEMBL3580743,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(F)cc2F)C(=O)N1,6.31,8.2,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,735.79,0.14,highly_active,3
CHEMBL3580744,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)F)cc2)C(=O)N1,5.248,8.28,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,767.81,0.88,highly_active,3
CHEMBL3580745,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,2.512,8.6,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,745.85,0.62,highly_active,3
CHEMBL3580746,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(F)cc2F)NC1=O,5.129,8.29,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,763.84,0.76,highly_active,3
CHEMBL3580748,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,2.754,8.56,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,745.85,0.62,highly_active,3
CHEMBL3580749,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(F)cc2F)NC(=O)[C@H](Cc2ccccc2)NC1=O,1.66,8.78,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,763.84,0.76,highly_active,3
CHEMBL3580750,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(C(F)(F)F)cc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,6.761,8.17,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,795.86,1.5,highly_active,3
CHEMBL3582484,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1,2.57,8.59,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,717.8,0,highly_active,3
CHEMBL3582485,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(F)cc2F)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1,4.074,8.39,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,735.79,0.14,highly_active,3
CHEMBL3582487,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N1,3.236,8.49,F,CHEMBL3580572,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,717.8,0,highly_active,3
CHEMBL361274,N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@H]1c1nc(-c2ccccc2)c[nH]1,2445,5.61,F,CHEMBL2157906,agonist,Agonist activity at mu opioid receptor expressed in CHO-hg cells by [35S]-GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2012,438.53,3.98,inactive,0
CHEMBL3627737,C=C(C(N)=O)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccsc1,0.0643,10.19,F,CHEMBL3627650,agonist,Agonist activity at mu opioid receptor (unknown origin) transfected in HEK293 cells assessed as inhibition of forskolin-stimulated cAMP production,1,Scientific Literature,Bioorg Med Chem Lett,2015,628.75,2.42,highly_active,3
CHEMBL3629337,C=C(C(N)=O)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1cccs1,0.0629,10.2,F,CHEMBL3627650,agonist,Agonist activity at mu opioid receptor (unknown origin) transfected in HEK293 cells assessed as inhibition of forskolin-stimulated cAMP production,1,Scientific Literature,Bioorg Med Chem Lett,2015,628.75,2.42,highly_active,3
CHEMBL362991,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,741.31,6.13,F,CHEMBL3763121,agonist,Agonist activity at human recombinant MOR expressed in CHO cells by calcium mobilization assay,1,Scientific Literature,Bioorg Med Chem,2016,521.62,0.46,intermediate,1
CHEMBL373984,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)NCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,8.9,8.05,F,CHEMBL1146900,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,732.97,5.8,highly_active,3
CHEMBL375025,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1C/C=C\C[C@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,2.35,8.63,F,CHEMBL1145383,agonist,Agonist activity at human mu opioid receptor by [35S]GTP-gamma-S binding assay,1,Scientific Literature,J Med Chem,2007,551.6,-0.49,highly_active,3
CHEMBL375504,Oc1ccc2c(c1)[C@]13CCN(CC4CCC4)[C@H](C2)[C@@H]1Cc1c([nH]c2ccccc12)C3,110,6.96,F,CHEMBL1143667,agonist,Agonist activity at human mu opioid receptor expressed in CHO membrane assessed as stimulation of [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2007,398.55,4.96,intermediate,1
CHEMBL3758969,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2cccc3ccccc23)NC1=O,19.95,7.7,F,CHEMBL3758180,agonist,Agonist activity at human recombinant MOR expressed in CHO cells assessed as calcium mobilization by Fluo-4 AM based fluorescence analysis,1,Scientific Literature,Eur J Med Chem,2016,777.92,1.63,active,2
CHEMBL3759167,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@@H](Cc2cccc3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O,5.62,8.25,F,CHEMBL5126521,agonist,Agonist activity at human recombinant MOP expressed in CHO cells by calcium mobilization assay,1,Scientific Literature,J Med Chem,2022,777.92,1.63,highly_active,3
CHEMBL3759179,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccccc2)NC1=O,3.631,8.44,F,CHEMBL3758180,agonist,Agonist activity at human recombinant MOR expressed in CHO cells assessed as calcium mobilization by Fluo-4 AM based fluorescence analysis,1,Scientific Literature,Eur J Med Chem,2016,777.92,1.63,highly_active,3
CHEMBL3759489,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)c2[nH]c4ccccc4c2C[C@@]3(CCCc2ccccc2)[C@H]1C5,45.1,7.35,F,CHEMBL3758122,agonist,Agonist activity at mu opioid receptor (unknown origin) assessed as [35S]GTPgammaS binding by cell based assay,1,Scientific Literature,Eur J Med Chem,2016,490.65,6.24,active,2
