ID,SMILES,IC50,pIC50,Assay Type,Document ChEMBL ID,Category,Category_broad,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code,MW,LogP,LogS,nHA,nHD,TPSA,Druglikeness,Molecular_Flexibility,Molecular_Complexity,nHET,nRot,nAro,Globularity_SVD,Globularity_Vol,pc1,pc2,pc3,CSK_frequency,Scaffold_frequency
CHEMBL4103328,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@@]3(OCc2ccccc2)[C@H]1C5,0.13,9.89,F,CHEMBL4028881,agonist,agonist,Agonist activity at recombinant human MOR expressed in CHO cell membranes after 60 mins by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2017,377.48,3.79,highly_active,3,377.482,3.4068,-4.175,4,1,41.93,1.8114,0.24133,1.0787,4,3,2,0.41154,0.78897,-1.264786221,0.3089191782,-0.1478749934,1,1
CHEMBL4103819,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3[C@@H](O)c4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1100,5.96,F,CHEMBL4052747,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO-dhfr(-) cells assessed as inhibition of forskolin-induced cAMP accumulation by TR-FRET assay,1,Scientific Literature,Bioorg Med Chem Lett,2017,492.57,2.58,inactive,0,492.57,1.8917,-3.703,8,3,106.61,4.4881,0.27991,1.1078,8,5,2,0.40824,0.73049,0.0230265702,0.7498657464,-0.2577541356,5,2
CHEMBL410436,COC(=O)[C@@H]1C[C@H](OC(=O)c2ccsc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,690,6.16,F,CHEMBL1144846,agonist,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay,1,Scientific Literature,J Med Chem,2008,500.57,4.36,intermediate,1,500.566,3.0677,-4.737,8,0,137.35,-1.146,0.26889,0.9927,9,6,2,0.38068,0.7101,-0.1146325593,-0.1143884345,-0.19245709,2,1
CHEMBL4104814,CC(C)CC(NC(=O)/C(=C/c1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O,780,6.11,F,CHEMBL4038325,antagonist,antagonist,Antagonist activity at recombinant human MOR expressed in HEK293T cells assessed as reduction in DAMGO-induced inhibition of forskolin-stimulated cAMP level preincubated for 15 to 20 mins followed by DAMGO and forskolin addition by GloSensor assay,1,Scientific Literature,J Med Chem,2017,478.63,4.69,intermediate,1,478.631,3.5904,-4.433,6,3,89.87,-7.2399,0.55177,0.81047,6,9,2,0.42319,0.70297,-0.2738192758,-0.01534468655,0.2617757242,14,6
CHEMBL4105599,Cc1ccc(C(=O)NCC2NCCc3ccccc32)cc1C,120,6.92,F,CHEMBL3992491,agonist,agonist,Agonist activity at human MOR expressed in CHO-K1 cells co-expressing Galpha 15 assessed as increase in intracellular calcium release incubated for 1 measured every 1.52 secs for 90 secs by FLIPR assay,1,Scientific Literature,Eur J Med Chem,2017,294.4,2.92,intermediate,1,294.397,3.175,-3.537,3,2,41.13,2.2342,0.47067,0.75547,3,3,2,0.37835,0.73547,-1.428253884,0.8155785721,-0.05453482981,31,24
CHEMBL411089,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NCC/C=C/c5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,1.64,8.79,F,CHEMBL1137387,antagonist,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,519.09,5.18,highly_active,3,519.083,5.0459,-6.344,5,1,50.8,3.0491,0.34129,1.0919,6,8,2,0.33581,0.68836,-0.7037371717,-1.451638152,0.03823626005,6,2
CHEMBL411557,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)O,213.8,6.67,F,CHEMBL3580572,agonist,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells co-expressing C-terminally modified GGalphaqi5 assessed as stimulation of calcium release by Fluo-4 AM dye-based fluorescence assay,1,Scientific Literature,ACS Med Chem Lett,2015,2147.52,None,intermediate,1,2147.51,-12.127,-7.393,54,33,917.37,-6.0672,0.60045,1.0414,54,71,4,0.41357,0.44789,18.15785592,-0.9099377933,0.7460578829,1,1
CHEMBL4126803,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCN(CC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,112.2,6.95,F,CHEMBL4118237,agonist,agonist,Agonist activity at MOR (unknown origin) expressed in HEK cells assessed as reduction in cAMP accumulation by split luciferase assay,1,Scientific Literature,Bioorg Med Chem,2018,1081.33,None,intermediate,1,1081.33,0.9514,-6.122,20,10,358.32,6.11,0.4159,0.91456,22,12,4,0.53904,0.58993,4.460340958,-1.035763536,-1.00420684,4,3
CHEMBL4128853,CC1(C)SSC(C)(C)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCN(CC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,190.55,6.72,F,CHEMBL4118237,agonist,agonist,Agonist activity at MOR (unknown origin) expressed in HEK cells assessed as reduction in cAMP accumulation by split luciferase assay,1,Scientific Literature,Bioorg Med Chem,2018,1081.33,None,intermediate,1,1081.33,1.16,-5.502,20,10,358.32,0.65384,0.37824,0.91899,22,12,4,0.66617,0.64845,4.407514483,-0.7067732905,-0.8223871535,4,1
CHEMBL412923,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.1,10,F,CHEMBL4270665,agonist,agonist,Agonist activity at human MOR expressed in CHO cell membranes after 60 mins by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2018,638.77,2.29,highly_active,3,638.766,1.9907,-5.263,11,6,183.64,4.5624,0.49102,0.89773,11,12,4,0.48955,0.67365,1.501594227,-0.3648847155,-0.1629880633,7,7
CHEMBL4129668,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCSSCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,87.1,7.06,F,CHEMBL4118237,agonist,agonist,Agonist activity at MOR (unknown origin) expressed in HEK cells assessed as reduction in cAMP accumulation by split luciferase assay,1,Scientific Literature,Bioorg Med Chem,2018,1091.37,None,active,2,1091.37,0.0758,-6.628,20,12,426.5,1.5882,0.43884,0.87083,24,12,4,0.5479,0.58712,5.120012216,-1.158673761,-1.438614746,2,2
CHEMBL412996,C[C@H]1CN2C[C@H](c3ccccc3)N(Cc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,40,7.4,F,CHEMBL1137297,antagonist,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,426.6,5.62,active,2,426.602,5.1888,-4.213,3,1,26.71,3.5157,0.34332,0.88256,3,4,3,0.3795,0.72031,-1.518078457,-0.08459256032,0.2452740767,2,2
CHEMBL4130069,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCN(CC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,513,6.29,F,CHEMBL4118237,agonist,agonist,Agonist activity at MOR (unknown origin) expressed in HEK cells assessed as reduction in cAMP accumulation by split luciferase assay,1,Scientific Literature,Bioorg Med Chem,2018,1025.22,None,intermediate,1,1025.22,-0.4242,-4.746,20,10,358.32,6.1393,0.41651,0.88922,22,12,4,0.58411,0.59943,4.470562967,0.06632404274,-0.8751072241,4,3
CHEMBL4130303,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCSSCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,3.467,8.46,F,CHEMBL4118237,agonist,agonist,Agonist activity at MOR (unknown origin) expressed in HEK cells assessed as reduction in cAMP accumulation by split luciferase assay,1,Scientific Literature,Bioorg Med Chem,2018,1147.48,None,highly_active,3,1147.47,1.4514,-8.004,20,12,426.5,1.5738,0.438,0.89932,24,12,4,0.58431,0.60619,5.10977471,-2.26075155,-1.567715799,2,2
CHEMBL415247,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,120,6.92,F,CHEMBL1155455,agonist,agonist,Agonist activity at human recombinant mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2010,465.64,3.55,intermediate,1,465.636,3.0866,-3.963,6,4,84.83,6.511,0.45409,0.85083,6,6,2,0.35848,0.69568,-0.3208402482,0.4102767137,-0.0239007955,9,2
CHEMBL4161204,CN(C)[C@H](CNC(=O)C1CCN(C(N)=O)CC1)c1cccs1,12300,4.91,F,CHEMBL4130639,agonist,agonist,Agonist activity at MOR (unknown origin) expressed in HEK293T assessed as intracellular cAMP accumulation after 15 mins by luciferase based GloSensor assay,1,Scientific Literature,J Med Chem,2018,324.45,1.26,inactive,0,324.448,0.2432,-1.462,6,2,106.91,8.7859,0.51856,0.68511,7,5,1,0.3174,0.73458,-0.4140269512,2.501873872,0.080966507,1,1
CHEMBL4165704,CN(C)[C@H](CNC(=O)Nc1ccc(C(N)=O)cc1)c1cccs1,5210,5.28,F,CHEMBL4130639,agonist,agonist,Agonist activity at MOR (unknown origin) expressed in HEK293T assessed as intracellular cAMP accumulation after 15 mins by luciferase based GloSensor assay,1,Scientific Literature,J Med Chem,2018,332.43,2.27,inactive,0,332.427,1.0445,-2.753,6,3,115.7,5.9001,0.5909,0.68273,7,6,2,0.31206,0.71348,-0.272811887,1.595777974,-0.06429994228,1,1
CHEMBL4169199,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)N1C(=O)O[C@H](CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C1=O,0.016,10.8,F,CHEMBL4145618,agonist,agonist,Agonist activity at human mu opioid receptor expressed in HEK293 assessed as inhibition forskolin-induced cAMP accumulation after 15 mins by EIA,1,Scientific Literature,J Med Chem,2018,626.67,1.03,highly_active,3,626.668,0.2778,-4.632,13,6,209.94,-0.76809,0.50353,0.91503,13,13,4,0.39292,0.64572,2.022551937,0.3070654071,-0.2279144348,1,1
CHEMBL4170683,FCC[C@@H]1Cc2ccccc2C2(CCC(N3CCN(C4CCCCC4)CC3)CC2)O1,1757,5.75,F,CHEMBL4152385,agonist,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as reduction in forskolin-induced intracellular cAMP increase after 45 mins by HTRF analysis,1,Scientific Literature,J Med Chem,2018,414.61,5.08,inactive,0,414.607,4.7843,-4.455,3,0,15.71,-1.8544,0.36409,0.84362,4,4,1,0.34499,0.72757,-1.544292537,-0.1615138098,0.16334106,1,1
CHEMBL4177061,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1,9,F,CHEMBL4145618,agonist,agonist,Agonist activity at human mu opioid receptor expressed in HEK293 assessed as inhibition forskolin-induced cAMP accumulation after 15 mins by EIA,1,Scientific Literature,J Med Chem,2018,611.7,2.27,highly_active,3,611.697,-0.0261,-4.499,11,6,177.85,-8.2703,0.49161,0.88374,11,12,4,0.41899,0.66883,1.640515101,0.4591253069,-0.2636908172,7,7
CHEMBL4202891,COc1cccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,1158,5.94,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,337.42,3.18,inactive,0,337.422,2.7588,-4.062,5,1,44.81,7.3562,0.41804,0.77872,5,4,2,0.32059,0.7263,-1.08290754,0.5134243,-0.1409794076,45,42
CHEMBL4202958,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(Cc2ccc(Br)cc2F)CC1,355,6.45,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,438.73,4.72,intermediate,1,438.727,4.2608,-5.928,4,1,35.58,4.3123,0.3959,0.84323,7,3,2,0.30618,0.71692,-1.033399603,-0.9369512592,-0.4697191705,45,42
CHEMBL4203403,CC(c1ccc(Br)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,4.8,8.32,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,400.32,4.49,highly_active,3,400.319,3.8407,-4.949,4,1,35.58,5.3409,0.41201,0.83059,5,3,2,0.38419,0.72318,-1.206483946,-0.2470692257,-0.2737358352,45,42
CHEMBL4203421,CC(=O)Nc1ccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1,760,6.12,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,364.45,3.13,intermediate,1,364.448,2.5325,-4.386,6,2,64.68,7.726,0.44076,0.77687,6,4,2,0.27097,0.70264,-0.7272917635,0.3515932551,-0.3267312417,45,42
CHEMBL4203641,O=c1[nH]c2ccc(Cl)cc2n1C1CCN(Cc2ccccc2Cl)CC1,148,6.83,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,376.29,4.47,intermediate,1,376.286,4.0408,-5.516,4,1,35.58,7.4423,0.39075,0.8444,6,3,2,0.34222,0.7353,-1.18202993,-0.5948123626,-0.3988694227,45,42
CHEMBL4204767,O=c1[nH]c2ccc(Cl)cc2n1C1CCN(Cc2ccc(Br)cc2F)CC1,3459,5.46,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,438.73,4.72,inactive,0,438.727,4.2608,-5.928,4,1,35.58,4.3123,0.3959,0.84972,7,3,2,0.31559,0.71755,-1.033399603,-0.9369512592,-0.4697191705,45,42
CHEMBL4205200,O=c1[nH]c2cc(Cl)c(Cl)cc2n1[C@@H]1CCN(Cc2ccc(Br)cc2)C1,2975,5.53,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,441.16,4.85,inactive,0,441.155,4.424,-6.08,4,1,35.58,2.646,0.40379,0.86823,7,3,2,0.39247,0.70597,-1.041664554,-1.057056591,-0.4829435049,2,1
CHEMBL4205780,O=c1[nH]c2cc(OC(F)(F)F)ccc2n1C1CCN(Cc2ccccc2Cl)CC1,1236,5.91,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,425.84,4.72,inactive,0,425.837,4.5338,-5.803,5,1,44.81,-0.64857,0.4466,0.85046,9,5,2,0.32279,0.71415,-0.7923480135,-0.9243667247,-0.2433294853,45,42
CHEMBL4205961,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(Cc2ccccc2Cl)CC1,184,6.74,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,376.29,4.47,intermediate,1,376.286,4.0408,-5.516,4,1,35.58,7.4423,0.39075,0.83766,6,3,2,0.32925,0.73259,-1.18202993,-0.5948123626,-0.3988694227,45,42
CHEMBL4206287,CC(c1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,102,6.99,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,321.42,3.73,intermediate,1,321.423,3.1155,-4.115,4,1,35.58,7.1309,0.4047,0.77436,4,3,2,0.38078,0.73835,-1.341109489,0.4467864067,-0.1752156824,45,42
CHEMBL4207047,O=c1[nH]c2c(Cl)cccc2n1C1CCN(Cc2ccccc2Cl)CC1,1962,5.71,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,376.29,4.47,inactive,0,376.286,4.0408,-5.516,4,1,35.58,7.4423,0.39075,0.85304,6,3,2,0.3161,0.73445,-1.18202993,-0.5948123626,-0.3988694227,45,42
CHEMBL4207227,CC(C)Oc1ccc(C(C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1,5413,5.27,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,379.5,4.51,inactive,0,379.502,3.8111,-4.811,5,1,44.81,6.6988,0.45073,0.79105,5,5,2,0.32056,0.69657,-1.060655041,-0.1628542832,-0.06595210766,45,42
CHEMBL4208784,O=c1[nH]c2cc(Br)ccc2n1C1CCN(Cc2ccccc2Cl)CC1,57,7.24,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,420.74,4.58,active,2,420.737,4.16,-5.614,4,1,35.58,5.6523,0.39075,0.82494,6,3,2,0.32871,0.73041,-1.122716953,-0.7154525203,-0.3986859769,45,42
CHEMBL4209504,COc1ccc2c(c1)[nH]c(=O)n2C1CCN(Cc2ccccc2Cl)CC1,2123,5.67,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,371.87,3.83,inactive,0,371.867,3.3648,-4.798,5,1,44.81,7.3776,0.40185,0.8444,6,4,2,0.34671,0.72686,-1.007594945,-0.05979113343,-0.2396830408,45,42
CHEMBL4209633,O=c1[nH]c2c(Cl)cc(Cl)cc2n1C1CCN(Cc2ccc(Br)cc2F)CC1,153,6.82,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,473.17,5.38,intermediate,1,473.172,4.8668,-6.664,4,1,35.58,4.3123,0.39506,0.86823,8,3,2,0.30625,0.70731,-0.9580870092,-1.510166693,-0.5684228036,45,42
CHEMBL4210060,O=c1[nH]c2cc(Cl)c(Cl)cc2n1C1CCN(Cc2ccc(Br)cc2F)CC1,91,7.04,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,473.17,5.38,active,2,473.172,4.8668,-6.664,4,1,35.58,4.3123,0.39506,0.86758,8,3,2,0.29278,0.70735,-0.9580870092,-1.510166693,-0.5684228036,45,42
CHEMBL4210229,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccccc2Cl)CC1,4487,5.35,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,341.84,3.82,inactive,0,341.841,3.4348,-4.78,4,1,35.58,7.4423,0.39149,0.82225,5,3,2,0.32144,0.74685,-1.257342475,-0.0215971687,-0.3001659407,45,42
CHEMBL4210647,COc1ccc(C(C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1,87,7.06,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,351.45,3.74,active,2,351.449,3.0455,-4.133,5,1,44.81,7.1033,0.42935,0.78589,5,4,2,0.36168,0.71662,-1.091361938,0.4085921611,-0.1147328991,45,42
CHEMBL4211156,O=c1[nH]c2ccccc2n1C1CCN(Cc2cccc(OC(F)(F)F)c2)CC1,9326,5.03,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,391.39,4.07,inactive,0,391.392,3.9278,-5.067,5,1,44.81,-0.66768,0.48016,0.83562,8,5,2,0.37543,0.73952,-0.8676605799,-0.3511512499,-0.1446258866,45,42
CHEMBL4211411,CC(c1ccc(Br)cc1F)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,18,7.75,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,418.31,4.63,active,2,418.309,3.9415,-5.263,4,1,35.58,4.0009,0.38965,0.84746,6,3,2,0.38236,0.72497,-1.117166596,-0.4685679647,-0.3447690288,45,42
CHEMBL4211596,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(Br)cc2F)CC1,3357,5.47,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,404.28,4.07,inactive,0,404.282,3.6548,-5.192,4,1,35.58,4.3,0.39681,0.82844,6,3,2,0.31903,0.73044,-1.10871215,-0.3637358548,-0.3710155326,45,42
CHEMBL4211924,CC(c1ccc(Cl)cc1F)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,22,7.66,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,373.86,4.52,active,2,373.858,3.8223,-5.165,4,1,35.58,5.8175,0.38965,0.84746,6,3,2,0.39508,0.7252,-1.176479545,-0.3479277657,-0.3449525091,45,42
CHEMBL4211973,CC(c1ccc(F)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,75,7.12,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,339.41,3.87,active,2,339.413,3.2163,-4.429,4,1,35.58,5.7909,0.41201,0.83059,5,3,2,0.39529,0.73469,-1.251792139,0.2252876678,-0.246248876,45,42
CHEMBL4212107,CC(c1ccc2c(c1)OCO2)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,407,6.39,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,365.43,3.46,intermediate,1,365.432,3.2269,-4.826,6,1,54.04,7.0255,0.3934,0.82887,6,3,2,0.3413,0.72146,-0.9553197405,-0.02981042763,-0.3848427586,1,1
CHEMBL4212298,CCC(c1ccc(Cl)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1593,5.8,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,369.9,4.77,inactive,0,369.895,4.1759,-5.121,4,1,35.58,6.783,0.41641,0.83968,5,4,2,0.37732,0.7221,-1.239286114,-0.3903298188,-0.1724812938,45,42
CHEMBL4212370,O=c1[nH]c2cc(F)ccc2n1C1CCN(Cc2ccccc2Cl)CC1,1644,5.78,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay,1,Scientific Literature,J Med Chem,2018,359.83,3.96,inactive,0,359.831,3.5356,-5.094,4,1,35.58,6.1023,0.39075,0.83766,6,3,2,0.32255,0.74282,-1.168025147,-0.2430956268,-0.3711990176,45,42
CHEMBL4212478,O=c1[nH]c2cc(Cl)c(Cl)cc2n1C1CCCN(Cc2ccc(Br)cc2)CC1,1403,5.85,F,CHEMBL4196199,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr by scintillation counting method,1,Scientific Literature,J Med Chem,2018,469.21,5.63,inactive,0,469.209,5.108,-6.62,4,1,35.58,1.3349,0.38846,0.86425,7,3,2,0.35328,0.70227,-1.053144165,-1.520279316,-0.5118357151,1,1
