ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code,CSK count,Murcko count
CHEMBL3906031,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(Cc2ccccc2)C(=O)CO)c1,0.1,10,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,421.54,2.52,highly_active,3,128,58
CHEMBL3906866,CNC(=O)CN(C)C1(c2ccccc2)CCC(c2ccccc2)(N(C)C)CC1,176.67,6.75,B,CHEMBL233,Mu opioid receptor,CHEMBL3886853,"Binding Assay: The affinity to the human μ-opiate receptor was determined in a homogeneous preparation in microtiter plates. For this, dilution series of the respective compound to be tested were incubated for 90 minutes at room temperature with a receptor membrane preparation (15-40 mg of protein per 250 μl of incubation batch) of CHO-K 1 cells, which express the human μ-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H'-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany) in a total volume of 250 μl. 50 mmol/l of tris-HCl supplemented by 0.05% by wt. of sodium azide and 0.06% by wt. of bovine serum albumin was used as incubation buffer. 25 μmol/l of naloxone were additionally added to determine the non-specific bond. After the ninety-minute incubation time had ended, the microtiter plates were centrifuged for 20 minutes at 1000 g and the radioactivity measured in a β-counter (Microbeta-Trilux, PerkinElmer Wallac, Freiburg, Germany).",37,BindingDB Database,,2016,379.55,3.59,intermediate,1,19,18
CHEMBL3907138,CN(C)C1(c2ccccc2)CCC(c2ccc(C(F)(F)F)cc2)(N(C)C)CC1,27,7.57,B,CHEMBL233,Mu opioid receptor,CHEMBL3886853,"Binding Assay: The affinity to the human μ-opiate receptor was determined in a homogeneous preparation in microtiter plates. For this, dilution series of the respective compound to be tested were incubated for 90 minutes at room temperature with a receptor membrane preparation (15-40 mg of protein per 250 μl of incubation batch) of CHO-K 1 cells, which express the human μ-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H'-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany) in a total volume of 250 μl. 50 mmol/l of tris-HCl supplemented by 0.05% by wt. of sodium azide and 0.06% by wt. of bovine serum albumin was used as incubation buffer. 25 μmol/l of naloxone were additionally added to determine the non-specific bond. After the ninety-minute incubation time had ended, the microtiter plates were centrifuged for 20 minutes at 1000 g and the radioactivity measured in a β-counter (Microbeta-Trilux, PerkinElmer Wallac, Freiburg, Germany).",37,BindingDB Database,,2016,390.49,5.49,active,2,19,18
CHEMBL3907149,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4COCc4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,0.12,9.92,B,CHEMBL233,Mu opioid receptor,CHEMBL3638745,Binding Assay: Binding assay of certain compounds of this invention to the opioid receptor was determine using radioligand binding assay (screening and dose-displacement).,37,BindingDB Database,,2013,496.05,5.01,highly_active,3,30,14
CHEMBL3907179,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)CO)c1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,609.61,3.69,highly_active,3,128,67
CHEMBL3907395,CC(=O)N(Cc1ccccc1)[C@H](C)CN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,392.54,4.54,highly_active,3,128,58
CHEMBL3907942,CS(=O)(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,555.62,2.96,highly_active,3,128,58
CHEMBL3908063,CC[C@H](C)[C@H](N)C(=O)OC[C@H]1C[C@@]23CC[C@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,5.42,8.27,B,CHEMBL233,Mu opioid receptor,CHEMBL3886452,"Radioligand Dose-Displacement Binding Assay: Radioligand dose-displacement binding assays for t-opioid receptors used 0.3 nM [3H]-diprenorphine (Perkin Elmer, Shelton, Conn.), with 5 mg membrane protein/well in a final volume of 500 ul binding buffer (10 mM MgCl2, 1 mM EDTA, 5% DMSO, 50 mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 2 hr at room temperature. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Perkin Elmer, Shelton, Conn.), presoaked in 0.5% polyethylenimine using a 96-well tissue harvester (Perkin Elmer, Shelton, Conn.) followed by performing three filtration washes with 500 ul of ice-cold binding buffer. Filter plates were subsequently dried at 50° C. for 2-3 hours. BetaScint scintillation cocktail (Perkin Elmer, Shelton, Conn.) was added (50 ul/well), and plates were counted using a Packard Top-Count.",37,BindingDB Database,,2015,524.7,3.84,highly_active,3,36,28
CHEMBL3908268,CN(C)S(=O)(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,590.71,3.18,highly_active,3,128,67
CHEMBL3908275,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4COCC4CCCCC4)[C@@H](C2)N(C)CC[C@]315,0.69,9.16,B,CHEMBL233,Mu opioid receptor,CHEMBL3638745,Binding Assay: Binding assay of certain compounds of this invention to the opioid receptor was determine using radioligand binding assay (screening and dose-displacement).,37,BindingDB Database,,2013,467.65,4.74,highly_active,3,30,1
CHEMBL3908565,NC(=O)CCC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)CC1CCCCC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,441.62,3.78,highly_active,3,128,67
CHEMBL390882,CCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,29,7.54,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,323.48,4.9,active,2,29,24
CHEMBL3908840,N#CCC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,580.55,3.72,highly_active,3,128,58
CHEMBL3908846,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCCCC2)C(=O)CCC(=O)O)c1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,469.63,3.77,highly_active,3,128,67
CHEMBL3909041,CC1Cc2c([nH]c3ccccc23)C2(CCC(c3ccccc3)(N(C)C)CC2)O1,12,7.92,B,CHEMBL233,Mu opioid receptor,CHEMBL3886217,"Binding Assay: The receptor affinity for the human mu-opiate receptor was determined in a homogeneous batch in microtitre plates. For this, dilution series of the particular spirocyclic cyclohexane derivative to be tested were incubated in a total volume of 250 ul for 90 minutes at room temperature with a receptor membrane preparation (15-40 ug protein per 250 ul incubation batch) of CHO-K1 cells, which express the human mu-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H]-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany). 50 mmoles/l Tris-HCl supplemented with 0.05 wt. % sodium azide and with 0.06 wt. % bovine serum albumin was used as the incubation buffer. 25 umoles/l naloxone was additionally added for determination of the non-specific binding.",37,BindingDB Database,,2015,374.53,5.36,active,2,39,15
CHEMBL390911,Nc1nc2cc3c(cc2o1)[C@@]12CCCC[C@H]1[C@@H](C3)N(CC1CC1)CC2,150,6.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,337.47,3.88,intermediate,1,12,1
CHEMBL3909222,CCC(CC)C(=O)N(Cc1ccccc1)[C@H](C)CN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,448.65,5.96,highly_active,3,128,58
CHEMBL390935,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3Br)C[C@]21C,1450,5.84,B,CHEMBL233,Mu opioid receptor,CHEMBL1145447,Displacement of [125I]IOXY from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2007,511.37,3.76,inactive,0,31,26
CHEMBL3909755,CN(C)C1(c2ccc(F)cc2)CCC2(CC1)OCCc1c2[nH]c2ccccc12,7.2,8.14,B,CHEMBL233,Mu opioid receptor,CHEMBL3886217,"Binding Assay: The receptor affinity for the human mu-opiate receptor was determined in a homogeneous batch in microtitre plates. For this, dilution series of the particular spirocyclic cyclohexane derivative to be tested were incubated in a total volume of 250 ul for 90 minutes at room temperature with a receptor membrane preparation (15-40 ug protein per 250 ul incubation batch) of CHO-K1 cells, which express the human mu-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H]-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany). 50 mmoles/l Tris-HCl supplemented with 0.05 wt. % sodium azide and with 0.06 wt. % bovine serum albumin was used as the incubation buffer. 25 umoles/l naloxone was additionally added for determination of the non-specific binding.",37,BindingDB Database,,2015,378.49,5.11,highly_active,3,39,15
CHEMBL3909973,CNC1(c2ccccc2)CCC2(CC1)OCCc1c2[nH]c2ccc(F)cc12,6.8,8.17,B,CHEMBL233,Mu opioid receptor,CHEMBL3886217,"Binding Assay: The receptor affinity for the human mu-opiate receptor was determined in a homogeneous batch in microtitre plates. For this, dilution series of the particular spirocyclic cyclohexane derivative to be tested were incubated in a total volume of 250 ul for 90 minutes at room temperature with a receptor membrane preparation (15-40 ug protein per 250 ul incubation batch) of CHO-K1 cells, which express the human mu-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H]-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany). 50 mmoles/l Tris-HCl supplemented with 0.05 wt. % sodium azide and with 0.06 wt. % bovine serum albumin was used as the incubation buffer. 25 umoles/l naloxone was additionally added for determination of the non-specific binding.",37,BindingDB Database,,2015,364.46,4.76,highly_active,3,39,15
CHEMBL3909993,CS(=O)(=O)CC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)CC1CCC(C(F)(F)F)CC1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,671.7,3.74,highly_active,3,128,67
CHEMBL3910689,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCC(F)(F)CC2)C(=O)CO)c1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,463.57,3.14,highly_active,3,128,67
CHEMBL3910717,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCC(F)CC2)C(=O)CO)c1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,559.6,2.85,highly_active,3,128,67
CHEMBL391082,CCCCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,22,7.66,B,CHEMBL233,Mu opioid receptor,CHEMBL1139143,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,377.53,4.35,active,2,18,15
CHEMBL3911241,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(Cc2ccc(C(F)(F)F)cc2)C(=O)CO)c1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,603.56,3.54,highly_active,3,128,58
CHEMBL3911284,COCCOCCOCCOCCOCCOCCOCCOCCOCCO[C@H]1C=CC2C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)C1O5,9975.84,5,B,CHEMBL233,Mu opioid receptor,CHEMBL3886551,"Scintillation Proximity Assay (SPA): Briefly, serial dilutions of the test compounds were placed in a 96-well plate to which were added SPA beads, membrane and radioligand. The assay conditions for each opioid receptor subtype are described in Table 10 below. The plates were incubated for 8 hours-overnight at room temperature, spun at 1000 rpm to pellet the SPA beads, and radioactivity was measured using the TopCount microplate Scintillation counter. Specific binding at each concentration of test compound was calculated by subtracting the non-specific binding measured in the presence of excess cold ligand. IC50 values were obtained by non-linear regression of specific binding versus concentration curves and Ki values were calculated using Kd values that were experimentally pre-determined for each lot of membrane preparations.",37,BindingDB Database,,2016,709.87,2.3,inactive,0,46,9
CHEMBL3911427,COCCN1CC[C@@]2(C)c3cc(C(N)=O)ccc3C[C@@H]1[C@@H]2C,0.12,9.92,B,CHEMBL233,Mu opioid receptor,CHEMBL3886239,"null: The Ki (binding affinity) for u opioid receptors was determined using a competitive displacement assay as previously described in Neumeyer (Journal of Med. Chem. 2012, p 3878), which is incorporated herein in its entirety. Briefly, membrane protein from CHO (Chinese Hamster Ovarian) cells that stably expressed the cloned human u opioid receptor were incubated with 12 different concentrations of the compound set forth herein in the presence of 0.25 nM [3H]DAMGO (see Tiberi et al., Can. J. Physiol. Pharmacol. 1988, Vol. 66, p 1368, which is incorporated by reference herein in its entirety) in a final volume of 1 mL of 50 mM Tris-HCl, pH 7.5 at 25° C. Incubation times of 60 min were used for [3H]DAMGO (see Gulati et al., Life Sci. 1990, Vol. 47, p 159, which is incorporated by reference herein in its entirety). Nonspecific binding was measured by inclusion of 10 uM naloxone. The binding was terminated by filtering the samples through Schleicher & Schuell No. 32 glass fiber.",37,BindingDB Database,,2015,302.42,1.96,highly_active,3,30,5
CHEMBL3911517,O=C(O)CCC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)CC1CCCCC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,442.6,4.38,highly_active,3,128,67
CHEMBL3911529,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4COCc4ccc(C(C)(C)C)cc4)[C@@H](C2)N(C)CC[C@]315,2.7,8.57,B,CHEMBL233,Mu opioid receptor,CHEMBL3638745,Binding Assay: Binding assay of certain compounds of this invention to the opioid receptor was determine using radioligand binding assay (screening and dose-displacement).,37,BindingDB Database,,2013,517.71,5.65,highly_active,3,30,9
CHEMBL3911562,CCC(CC)C(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)Cc1ccccc1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,434.62,5.57,highly_active,3,128,58
CHEMBL3911576,CC(C)(CO)C(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,613.62,3.82,highly_active,3,128,58
CHEMBL3911639,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCC(C(F)(F)F)CC2)C(=O)[C@@H](O)CO)c1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,639.63,3.05,highly_active,3,128,67
CHEMBL3911926,CC(C)(O)C(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,563.62,3.3,highly_active,3,128,58
CHEMBL3911970,CCCCC1(N(C)C)CCC(NC)(c2ccccc2)CC1,188,6.73,B,CHEMBL233,Mu opioid receptor,CHEMBL3886853,"Binding Assay: The affinity to the human μ-opiate receptor was determined in a homogeneous preparation in microtiter plates. For this, dilution series of the respective compound to be tested were incubated for 90 minutes at room temperature with a receptor membrane preparation (15-40 mg of protein per 250 μl of incubation batch) of CHO-K 1 cells, which express the human μ-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H'-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany) in a total volume of 250 μl. 50 mmol/l of tris-HCl supplemented by 0.05% by wt. of sodium azide and 0.06% by wt. of bovine serum albumin was used as incubation buffer. 25 μmol/l of naloxone were additionally added to determine the non-specific bond. After the ninety-minute incubation time had ended, the microtiter plates were centrifuged for 20 minutes at 1000 g and the radioactivity measured in a β-counter (Microbeta-Trilux, PerkinElmer Wallac, Freiburg, Germany).",37,BindingDB Database,,2016,288.48,4.17,intermediate,1,30,7
CHEMBL391234,COC(=O)CCn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,271,6.57,B,CHEMBL233,Mu opioid receptor,CHEMBL1139059,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem,2007,523.67,4.81,intermediate,1,29,29
CHEMBL3912364,O=C(O)CC1(CC(=O)N(CCN2[C@@H]3CC[C@H]2C[C@@H](c2cccc(O)c2)C3)CC2CCCCC2)CCCCC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,524.75,6.33,highly_active,3,10,3
CHEMBL3912511,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4COCC4CCCCC4)[C@@H](C2)N(CC2CC2)CC[C@]315,1.6,8.8,B,CHEMBL233,Mu opioid receptor,CHEMBL3638745,Binding Assay: Binding assay of certain compounds of this invention to the opioid receptor was determine using radioligand binding assay (screening and dose-displacement).,37,BindingDB Database,,2013,507.72,5.52,highly_active,3,43,1
CHEMBL3912877,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CCc2ccccc2)C(=O)[C@@H](O)CO)c1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,579.62,1.92,highly_active,3,21,9
CHEMBL3912914,O=C([C@H](O)C1CCCCC1)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)CC1CCCCC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,482.71,5.45,highly_active,3,10,3
CHEMBL3913557,CS(=O)(=O)CC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,519.61,2.85,highly_active,3,128,58
CHEMBL3913816,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCC(F)(F)CC2)C(=O)[C@H](O)CO)c1.O=C(O)C(F)(F)F,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,607.62,2.5,highly_active,3,128,67
CHEMBL3914068,O=C(CO)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)CC1CCCCC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,400.56,3.5,highly_active,3,128,67
CHEMBL3914215,COC(=O)CCC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)Cc1ccccc1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,450.58,4.08,highly_active,3,128,58
CHEMBL391422,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)n(C[S+](C)[O-])c4ccccc43)CC2)C(C)C)c1,125,6.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1139059,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem,2007,513.7,4.59,intermediate,1,29,29
CHEMBL3914747,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CCC2CCCCC2)C(=O)CO)c1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,441.62,3.29,highly_active,3,21,1
CHEMBL391486,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)n(CC(N)=O)c4ccccc43)CC2)C(C)C)c1,138,6.86,B,CHEMBL233,Mu opioid receptor,CHEMBL1139059,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem,2007,494.64,3.74,intermediate,1,29,29
CHEMBL391487,CNC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,165.96,6.78,B,CHEMBL233,Mu opioid receptor,CHEMBL1143970,Displacement of [3H]Diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem,2008,508.66,4,intermediate,1,29,29
CHEMBL3914982,Cc1ccc2[nH]c3c(c2c1)CCOC31CCC(c2ccccc2)(N(C)C)CC1,2.7,8.57,B,CHEMBL233,Mu opioid receptor,CHEMBL3886217,"Binding Assay: The receptor affinity for the human mu-opiate receptor was determined in a homogeneous batch in microtitre plates. For this, dilution series of the particular spirocyclic cyclohexane derivative to be tested were incubated in a total volume of 250 ul for 90 minutes at room temperature with a receptor membrane preparation (15-40 ug protein per 250 ul incubation batch) of CHO-K1 cells, which express the human mu-opiate receptor (RB-HOM receptor membrane preparation of NEN, Zaventem, Belgium), in the presence of 1 nmol/l of the radioactive ligand [3H]-naloxone (NET719, NEN, Zaventem, Belgium) and of 1 mg WGA-SPA beads (wheat germ agglutinin SPA beads from Amersham/Pharmacia, Freiburg, Germany). 50 mmoles/l Tris-HCl supplemented with 0.05 wt. % sodium azide and with 0.06 wt. % bovine serum albumin was used as the incubation buffer. 25 umoles/l naloxone was additionally added for determination of the non-specific binding.",37,BindingDB Database,,2015,374.53,5.28,highly_active,3,39,15
CHEMBL3915012,COC(=O)CCC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)CC1CCCCC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,456.63,4.46,highly_active,3,128,67
CHEMBL3915013,O=C(Cc1ccccc1)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2)CC1CCCCC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,460.66,5.75,highly_active,3,10,3
CHEMBL391518,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)n(CCO)c4ccccc43)CC2)C(C)C)c1,62,7.21,B,CHEMBL233,Mu opioid receptor,CHEMBL1139059,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem,2007,481.64,4.24,active,2,29,29
CHEMBL3915579,CS(=O)(=O)CC(=O)N(CCc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2.O=C(O)C(F)(F)F,0.1585,9.8,B,CHEMBL233,Mu opioid receptor,CHEMBL3879907,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHOK1 cell membranes,38,Patent Bioactivity Data,,2014,611.68,2.61,highly_active,3,21,9
