,ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
1856,CHEMBL3698775,O=C(NOCc1ccccc1)c1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,1914.0,5.72,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,488.63,5.01,inactive,0
1857,CHEMBL3698776,N#Cc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,1663.0,5.78,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,364.49,4.02,inactive,0
1858,CHEMBL3698777,O=c1c(NC[C@@H](O)CO)nc2ccccc2n1C1CCN(C23CC4CC(CC(C4)C2)C3)CC1,10180.0,4.99,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,452.6,2.77,inactive,0
1859,CHEMBL3698778,NC(=O)CNc1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,459.3,6.34,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,437.59,3.57,intermediate,1
1860,CHEMBL3698779,O=c1c(N2CC[C@@H](O)C2)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1,4650.0,5.33,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,424.59,3.72,inactive,0
1861,CHEMBL3698781,O=C(NO)c1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,5570.0,5.25,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,398.51,3.27,inactive,0
1862,CHEMBL3698782,O=c1c(NC[C@@H](O)CO)nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2C1CCCCCCC1,576.0,6.24,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,454.62,3.44,intermediate,1
1863,CHEMBL3698783,NC(=O)CNc1nc2ccccc2n([C@@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,6700.0,5.17,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,437.59,3.57,inactive,0
1864,CHEMBL3698785,O=C(O)c1nc2ccc(F)cc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,1217.0,5.92,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,427.52,4.51,inactive,0
1865,CHEMBL3698786,O=C(O)CN1CCN(c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)CC1,706.0,6.15,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,507.68,3.88,intermediate,1
1866,CHEMBL3698787,O=C(O)c1cccc(CNc2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)c1,4420.0,5.36,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,514.67,5.99,inactive,0
1867,CHEMBL3698788,O=C(O)C1CCCN1C(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,1458.0,5.84,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,506.65,4.37,inactive,0
1868,CHEMBL3698789,CN(CC(=O)O)C(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,1375.0,5.86,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,480.61,3.83,inactive,0
1869,CHEMBL3698790,CC(C)(NC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O)C(=O)O,60.2,7.22,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,494.64,4.27,active,2
1870,CHEMBL3698791,CSCCC(NC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O)C(=O)O,784.0,6.11,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,540.73,4.61,intermediate,1
1871,CHEMBL3698792,O=C(O)CC(NC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O)C(=O)O,770.0,6.11,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,524.62,3.34,intermediate,1
1872,CHEMBL3698793,O=C(N[C@H](C(=O)O)c1ccccc1)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,400.0,6.4,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,542.68,5.23,intermediate,1
1873,CHEMBL3698794,CC(NC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O)C(=O)O,263.0,6.58,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,480.61,3.88,intermediate,1
1874,CHEMBL3698795,CC(C)CC(NC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O)C(=O)O,452.0,6.34,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,522.69,4.91,intermediate,1
1875,CHEMBL3698796,O=C(O)c1ccc(CNC(=O)c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)cc1,1792.0,5.75,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,542.68,5.31,inactive,0
1876,CHEMBL3698798,O=C(NCc1nn[nH]n1)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,1160.0,5.94,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,490.61,3.12,inactive,0
1877,CHEMBL3698799,O=C(O)c1ccc(CNC(=O)c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)nc1,1930.0,5.71,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,543.67,4.70,inactive,0
1878,CHEMBL3698801,O=C(O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C23CC4CC(CC2C4)C3)c1=O,1865.0,5.73,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,419.53,3.84,inactive,0
1879,CHEMBL3698804,CCC(C#CC(C)(C)C)N1[C@@H]2CC[C@H]1C[C@@H](n1c(=O)c(C(=O)O)nc3ccccc31)C2,2800.0,5.55,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",37,BindingDB Database,,2014.0,421.54,4.09,inactive,0
