,ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
1919,CHEMBL3698858,O=c1c(N2CC3CNCC3C2)nc2ncccc2n1C1CCN(C2CCCCCCC2)CC1,196,6.71,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,450.63,3.2,intermediate,1
1920,CHEMBL3698861,O=C1CN(c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)CCN1,1140,5.94,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,463.63,3.61,inactive,0
1921,CHEMBL3698862,O=C(O)C(CO)NCCNc1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,2530,5.6,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,511.67,3.12,inactive,0
1922,CHEMBL3698863,CC(=O)NC1(C(=O)O)CCN(c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)CC1,3920,5.41,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,549.72,4.24,inactive,0
1923,CHEMBL3698864,O=C(O)C1(O)CCN(c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)C1,5200,5.28,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,494.64,3.7,inactive,0
1924,CHEMBL3698865,NC(=O)CN(CCNc1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O)CC(=O)O,10900,4.96,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,538.69,2.96,inactive,0
1925,CHEMBL3698866,CC(C)(Nc1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O)C(=O)O,8900,5.05,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,466.63,4.95,inactive,0
1926,CHEMBL3698868,O=C(O)N1CCN(c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)CC1=O,1600,5.8,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,507.64,4,inactive,0
1927,CHEMBL3698869,O=C(O)CN1CC2CN(c3nc4ccccc4n([C@H]4C[C@H]5CC[C@@H](C4)N5C4CCCCCCC4)c3=O)CC2C1,2250,5.65,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,533.72,4.13,inactive,0
1928,CHEMBL3698870,O=C(O)C1CCCN1C(=O)CNc1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,1470,5.83,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,535.69,4.16,inactive,0
1929,CHEMBL3698872,O=C(O)C(=O)N1CC2CN(c3nc4ccccc4n(C4CCN(C5CCCCCCC5)CC4)c3=O)CC2C1,2918,5.54,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,521.66,3.13,inactive,0
1930,CHEMBL3698873,O=C(O)CC1CCN(c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)CC1,4700,5.33,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,506.69,5.37,inactive,0
1931,CHEMBL3698874,NC1(C(=O)O)CCN(c2nc3ccccc3n([C@H]3C[C@H]4CC[C@@H](C3)N4C3CCCCCCC3)c2=O)C1,2807,5.55,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,493.65,3.67,inactive,0
1932,CHEMBL3698876,O=C(O)CN(CCO)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,11942,4.92,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,482.63,3.56,inactive,0
1933,CHEMBL3698877,CCOC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CCC[C@@H](C2)N3C2CCCCCCC2)c1=O,480,6.32,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,451.61,5.24,intermediate,1
1934,CHEMBL3698878,O=C(O)c1nc2ccccc2n([C@H]2C[C@H]3CCC[C@@H](C2)N3C2CCCCCCC2)c1=O,679,6.17,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,423.56,4.77,intermediate,1
1935,CHEMBL3698879,CC(C)C1CCC(N2[C@@H]3CC[C@H]2C[C@@H](n2c(=O)c(C(=O)O)nc4ccccc42)C3)CC1,5300,5.28,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,423.56,4.48,inactive,0
1936,CHEMBL3698882,O=C(O)c1nc2ccccc2n([C@H]2C[C@H]3COC[C@@H](C2)N3C2CCCCCCC2)c1=O,46010,4.34,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,425.53,3.61,inactive,0
1937,CHEMBL3698884,CCOC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,459,6.34,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,437.58,4.85,intermediate,1
1938,CHEMBL3698889,O=C(O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2Cc3cccc4cccc2c34)c1=O,2660,5.58,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,451.53,4.71,inactive,0
1939,CHEMBL3698890,CC1(N2CCC(n3c(=O)c(C(=O)O)nc4ccccc43)CC2)CCCCCCC1,14300,4.84,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,397.52,4.23,inactive,0
1940,CHEMBL3698892,CC12CC3CC(C)(C1)CC(N1[C@@H]4CC[C@H]1C[C@@H](n1c(=O)c(C(=O)O)nc5ccccc51)C4)(C3)C2,4750,5.32,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,461.61,5.01,inactive,0
1941,CHEMBL3698893,O=C(O)c1nc2ccccc2n([C@H]2C[C@H]3CCC[C@@H](C2)N3C23CC4CC(CC(C4)C2)C3)c1=O,39554,4.4,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,447.58,4.62,inactive,0
1942,CHEMBL3698894,CCCC1(N2CCC(n3c(=O)c(C(=O)O)nc4ccccc43)CC2)CCCCCCC1,57791,4.24,B,CHEMBL233,Mu opioid receptor,CHEMBL3886144,"Radioligand Binding Assay: Radioligand dose-displacement binding assays for u-opioid receptors used 0.2nM[3H]-diprenorphine (NEN, Boston, Mass.), with 5-20mg membrane protein/well in a final volume of 500 uL binding buffer (10mM MgCl2, 1mM EDTA, 5% DMSO, 50mM HEPES, pH 7.4). Reactions were carried out in the absence or presence of increasing concentrations of unlabeled naloxone. All reactions were conducted in 96-deep well polypropylene plates for 1-2 hr at about 25C. Binding reactions were terminated by rapid filtration onto 96-well Unifilter GF/C filter plates (Packard, Meriden, Conn.) presoaked in 0.5% polyethylemimine using a 96-well tissue harvester (Brandel, Gaithersburg, Md.) followed by performing three filtration washes with 500uL of ice-cold binding buffer. Filter plates were subsequently dried at 50C for 2-3 hours. BetaScint scintillation cocktail (Wallac, Turku, Finland) was added (50uL/well), and plates were counted using a Packard Top-Count for 1 min/well.",,2014,425.57,5.01,inactive,0
